ID,Tweet,Label
2608,@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own wa,No
2609,@USER Could have been you if you didnâ€™t stop taking Molly and shit Glad you changed and are still around. Absolutely sucks max passed. Such an amazing artist! Rip Mac.,No
2610,@USER @USER @USER U donâ€™t think bad stuff happens to men in cars? shit happens to everyone itâ€™s just your mindset on how you deal with possible issues like that. You canâ€™t spend your whole life worrying about something that most likely wonâ€™,No
2611,<USER> that's good to hear. Cancer is a bitch,No
2612,@USER And when they met he looked at her and said I'm in charge in you're my bitch Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell,Yes
2613,@USER pussy and ass are âœŒðŸ¾different times. And I've NEVER in my black life ever ate chittlerings lol,No
2614,. she. is the most powerful woman on this earth oh my fucking god URL,No
2615,Low T and the poontang Clan aka fucking Donald Trump #trump #maga #art #comicart URL,Yes
2616,@USER But honestly the cameras suck ass they're great if you don't zoom in,No
2617,@USER Google go to hell,Yes
2618,After all the shit Dez was talking about Jerry and The cowboys he is a fucking clown ass dude if he go back,No
2619,"@USER Dear Paul McFartney- You had us at Beatles. You lost us at President Mad Captain. Burn in hell Jon."" URL",Yes
2620,@USER @USER @USER what the fuck,No
2621,@USER I know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a coochie lol,No
2622,@USER yyyy fuck no bitch we decided we both was gone steepppp,Yes
2623,@USER Start by not tweeting pussy ass shit,Yes
2624,@USER @USER @USER @USER And youâ€™re just another Twitter asshole #Muted,Yes
2625,@USER @USER Iâ€™ve never once heard you be thankful. All you do is shit on Canada. On the police. On our history. On Conservatives.,Yes
2626,@USER Consider this source ... @USER is a supreme ass kissing douche bag.,Yes
2627,@USER Stop saying this shit you are not going to do it shrio you have to fight this depression you can't let it take you half of my life was me hiding my emotions everyone thought I was happy but deep down I wanted to end it all but I didn't let de,No
2628,@USER Who TF this white devil Jersey shore bitch,Yes
2629,"@USER its so cool that the blind idiot god"" concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred""",No
2630,@USER you're on fucking drugs my dude,Yes
2631,@USER GOD damn IT... YOU ARE SO RIGHT. THERE'S NO GOING WRONG WITH THIS STUFF.,No
2632,@USER fuck yeah !!!! Go you !!!,No
2633,"@USER @USER @USER @USER @USER Now I know you're having a laugh. Do you really believe that the media aren't picking on him? As for getting his shit together"", what shit would that be?""",No
2634,@USER @USER LMAOOO fucking love you see you hotties soon xox,No
2635,Being a bad ass means being able to handle all the shit life throws at you on a daily basis.,No
2636,<USER> IT'S UP MY ASS THAT'S WHAT IT IS,No
2637,"Sleepless at 3am? Gotta be up at 730am? Fuck yeah, perfect time to watch both Expendables 1 and 2 back to back. #insomniablows #followme",No
2638,@USER So happy for you and your dad!!! My dad had the same kind of cancer but stage 4. He was diagnosed in 2016 and passed away this passed January. My mom is kicking leukemiaâ€™s ass since Nov. of 2015 and she is doing awesome!,No
2639,@USER Cause you sweet lil nigga,No
2640,@USER @USER bitch i know u see the rainbow inna bioðŸ˜‚,No
2641,@USER @USER @USER McEnroe is a fucking legend. And he hurled abuse at everyone! Now he appears in commercials yelling at people and movies yelling at people. He is an icon. Do you think itâ€™s fair?,No
2642,@USER Holy shit,No
2643,@USER @USER If I die from him again i might say fuck him and his armor and leave it there in his crypt and never go back lol,No
2644,"<USER> I was like dude we get it, im pretty sure #45 got enough lips on his ass already, he should be running outta space.",Yes
2645,"@USER There is no such thing as an Antifa warrior"". They are all coward bitches Marcus Smart is tougher than that by far""",Yes
2646,@USER I experience this very same problem. I like to think I am suffering from anti-pernickety bastard disorder.,No
2647,@USER Yea thatâ€™s a crazy ass story. Like how do you go into the wrong apartment. Thereâ€™s numbers on doors. And wouldnâ€™t you notice as soon as you walk in and it ainâ€™t your shit ðŸ¤·ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸,No
2648,1. End the War on Drugs 2. Slash the shit out of taxes across the board 3. Repeal unconstitutional gun control laws URL,No
2649,A BIG happy birthday to this hoe who always livens up the party. NEVER HAVE I EVER. <USER> <URL>,No
2650,<USER> Who the fuck tells the whole world!?,No
2651,"Maybe we need a bill that says no lawmakers can use ANY public restroom. Karma's a bitch, ain't it? <URL>",No
2652,@USER Colin is a dick would sell out just as quick!,Yes
2653,"You talk that shit, I walk that shit.. Pills, weed, all that shit #Weezy",No
2654,@USER pussy and ass are âœŒðŸ¾different times. And I've NEVER in my black life ever ate chittlerings lol,No
2655,@USER @USER Be coo you got people thinking I really eat ass bitch ðŸ˜‚,No
2656,@USER Good lord this woman is a dipshit !,Yes
2657,@USER @USER Look at that face? Would someone please tell me why it seems soooo many liberals look sooo pissed off all the time Are they constipated? Mix in some fiber!,No
2658,@USER No nigga,No
2659,Alex Jones be smokin be dicks out here but mans really got supporters out here ðŸ˜‚,No
2660,@USER what the actual fuck..ill report them this is so fucked up,Yes
2661,@USER Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters? How many TD receptions skip have this year?,Yes
2662,"@USER endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed.""",No
2663,@USER Obama will preach about gun control in the U.S. but then arm the drug cartels in Mexico and advocate for open borders. A piece of shit is worth more than Obama.,Yes
2664,@USER but i dont think all of us are depressed. i think on social media itâ€™s all perfect and shit but social nedia only portrays one part of a persons life. as far as help i think itâ€™s the same as itâ€™s always been,No
2665,@USER nigga are you stupid your trash dont play with him play with your bitch ðŸ˜‚,No
2666,@USER You liberals... smh...tweeting stupid shit Trump order elimination of isis (Obama didnâ€™t)....People! ..think about how people R not murder now (saved) because we hav killed of isis,Yes
2667,@USER Of course they shouldnt cause its obviously complete bs. They just want it delayed and when its time for the vote again theyll come up w/ another plant accuser. And why does every supposed victim of apparent â€œrapeâ€ liberals come up with always l,Yes
2668,"<USER> Hell yes! Remember that T-shirt that I wanted to get that said 'Fuck you, you fucking fuck!'?",No
2669,@USER shit you right ðŸ˜‚,No
2670,@USER @USER Civilians Also I'll admit its hard sometimes when helping Grok 24-7 lol I've been called names I didn't even know existed Example Antifa Grannies Brokeback Valor (WTH is that) Grok Girl Friend (Yep No shit Things Frauds will say Thank Y,No
2671,@USER She is a piece of garbage! I can't believe the hatred those bitches on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have &amp; damn proud of it!,Yes
2672,<USER> yeaa most shit they sell over the internet like that aint legit ecspecially them big offers and deals they be advertising an shit,No
2673,Again if the economy is booming why is gas so MOF high 2nd question this is for the #MAGA cult how will making cars go half as far on gas doubling your cost to fill your tank make fucking sense to you? #TuesdayThoughts URL,No
2674,@USER @USER Bit of a celebrityðŸ˜‚ðŸ˜‚ðŸ˜‚ my ass,No
2675,@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol URL,Yes
2676,"<USER> Isco, Modric, Ronaldo, Benzema, Bale, James, Kroos, Xabi Alonso, Illaramendi, Jese... You guys are shit",Yes
2677,@USER Hold the damn vote. Iowa voter chiming Iâ€™m here. Wuit@USER the damn Liberals game and stand up to this crap.,No
2678,Sometimes teenagers really do scare the living shit out of me. I like them anyway,No
2679,@USER @USER @USER How the fuck can he detect an attitude through a text bubble?,No
2680,@USER @USER Even the parody antifa page couldn't deal with this shit,No
2681,Watching last nights <USER> . What a bitchy group this year!,No
2682,@USER I feel pretty fucked then cuz I started out fine,No
2683,"'bitch ion believe in god, you stupid hoe' IM SO WEAK <URL>",No
2684,@USER I would be worse than her licking that ass,Yes
2685,@USER This is the realest (and tealest) shit ever. Eric da gawd,No
2686,@USER @USER He will lose his entire career?? You people are despicable. I know you do not believe in god but hell will be filled with liberals like you and Dianne,No
2687,@USER Get shit poppin,No
2688,@USER I've seen people with some the most beautiful (not to mention original) art i last my eyes on. but only have 70 followers because they get buried by half-assed bullshit all because they're not pals with someone popular,Yes
2689,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Picked up some fire og today. It's really good but it's ugly as fuck I almost passed on it but he smoked a j with me and it's fu,Yes
2690,@USER @USER @USER @USER @USER @USER @USER Any critique of Bernieâ€™s objectively horrible record on gun control is met with â€œHeâ€™s from a rural stateâ€ or â€œHe has a D- from the NRAâ€ As if I give a fuck why his record is horrible. And then thereâ€™,Yes
2691,"The blatant abuse of the #metoo is really disturbing. No good reason to automatically place a guilty"" stamp on someone over unfounded allegations. Most importantly- it unfairly strips credibility from the women who actually suffered and demand real justice. bullshit #MAGA""",No
2692,"Just calling to say 'I love you Obama, and we gonna miss ya like hell.' #barackobama #obama... <URL>",No
2693,@USER U nasty bitch,Yes
2694,@USER @USER @USER fucking glory hunters,Yes
2695,@USER Awh shit,No
2696,Just had a customer bitch at me for 15 minutes claiming you don't pay sales tax if you pay with cash. Not only is s... <URL>,Yes
2697,@USER The fuck,No
2698,@USER fuck the NFL,No
2699,@USER Holy fuck Iâ€™m so sorry someone violated your trust like that,No
2700,"@USER @USER @USER @USER You hit them for fucking elo and the reason I'm posting this is because he is thee booter EXPOSER"" just shows you cant believe everyone in this community""",No
2701,@USER @USER Holy shit pt 2,No
2702,@USER @USER Are you bipolar? You keep saying different shit to people commenting on what u said,Yes
2703,You knew she wasn't sh*t when you met her #yeah <URL>,No
2704,#bitch #disney #Maleficent #queen <URL>,No
2705,<USER> damn girl 2cute for CHUUUUUUU :>,No
2706,If Jay z n beyonce broke up I'd KEEP LIVING MY NORMAL LIFE CAUSE I DONT GIVE A FUCK <USER>,No
2707,@USER @USER It is troubling to me that the top 2 Trump haters are Diane Feinstein &amp; dick Schumer. The Jewish hatred for this country &amp; Conservatives &amp; Israel is palpable. I am embarrassed by them.,No
2708,@USER What the fuck is wrong with you?,Yes
2709,2011 me was cute as hell and I love that 2015 me looks like an Antifa protestor (when really I was freezing cold in the Hunter). And I need to dye my hair again OMG I loved being a redhead. URL,No
2710,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I LOve pointing out to ANTiFA shit bags tthat they,Yes
2711,"#TheArchers I want to be brilliant at Karate so I can kick the shit out of everyone""""",No
2712,<USER> Fucking mushrooms! Tasteless spores,No
2713,@USER NO bitch I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO bitch THIS IS FUN,Yes
2714,@USER â€œthe sex symbol of rapâ€ LMAOOO bitch YOUre FAT aS fuck ANYWAYS you tryna fight?,Yes
2715,@USER @USER Prove your claim or be exposed as the lying piece of shit you are. Meanwhile... URL,Yes
2716,@USER Smh nigga dat shit gone take us far u tweaked outðŸ¤¦ðŸ¼â€â™‚ï¸ðŸ’¯,No
2717,Damn I really wish we could not let them score anymore!,No
2718,@USER @USER bitch i know u see the rainbow inna bioðŸ˜‚,No
2719,"@USER @USER @USER Whenever conservatives lose a court ruling, they bitch and moan about activist judges or agenda judges."" Whenever anyone else loses a court ruling, they accept that they lost a court ruling. Conservatives are whiny babies.""",No
2720,#qanon LIBERALS ARE LIKE MONKEYS THROWING THEIR OWN shit AT EVERYTHING,No
2721,@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their ass I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO cr,No
2722,@USER you are the only motherfucker with common sense on this website,No
2723,"<USER> consider 2010's best so far was Hot Tub TM, I'm not surprised, although i expect Kick Ass to be totally awesome.",No
2724,"@USER Tom Marvollo Riddle. Evan will lose his dick if he fucks around he knows it. Cause he is already after a lady"" She nods and looked at Evan. Evan grins at her and stayed silent. He did liked to fuck around but he knew he could not hurt his dat",No
2725,@USER @USER Iâ€™ve been complaining about this shit all tournament long. They think people in USA care more about Roger Federer favorite food than they do watching Americans play. Itâ€™s such a turnoff that I turn the channel,No
2726,@USER Coming from a guy who worries more about straws than cleaning up failed shitty policies..now he knows best..lol,Yes
2727,<USER> <USER> Dont give a damn if I am!!!!,No
2728,"When the boss irks the shit out of you first thing, but you still have to work with him all day. #TGIF #Happyface <URL>",No
2729,@USER @USER @USER Hi would you come to ENGLAND and have time of your life you want be disappointed I will give you a orgasim like nothing you have gotten probably in your past life I will make you piss yourself many times as you like so if you are,No
2730,"@USER @USER @USER @USER I don't know how They said they aren't gay tho."" and ""And by liberals you mean conservatives."" sounds like me being upset. As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay Ther",No
2731,@USER I still want him to fuck my pussy with a rake. URL,No
2732,@USER @USER Target is brilliant with this. Keep an eye out (esp online as thereâ€™s online only shit thatâ€™s amazing) because 1. Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR.,No
2733,@USER and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well,Yes
2734,@USER Just look at the ass and keep it moving ðŸ¤¦ðŸ½â€â™€ï¸,No
2735,"This rain was cool, but it can tone it the fuck down now.",No
2736,@USER @USER Abso-fucking-lutely. That shit was here already!,No
2737,Im done being the nice guy. Fuck that shit.,Yes
2738,@USER @USER who really cares about any of this wack ass beef???ðŸ˜‚ðŸ’€,No
2739,6. She's a fucking icon. a legend. a genius. THAT bitch SHE IS QUEEN. ðŸ‘‘ðŸ‘‘ðŸ‘‘ðŸ‘‘ @USER #NickiDaGOAT URL,No
2740,@USER And when they met he looked at her and said I'm in charge in you're my bitch Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell,Yes
2741,@USER @USER American terrorists. We need strict punishment for these lawless thugs. STOP powdering Antifaâ€™s ass #BackTheBlue ðŸ’™ðŸ–¤ #gettough,No
2742,My mom stay sneak dissing with racist ass comments. Idk why she got with my dad if she so racist anyways,No
2743,@USER @USER @USER @USER @USER That was fucking fast holy shit lol,No
2744,@USER The album was boring for me ðŸ¤’the way his ass took forever to make it and it wasnâ€™t even close to all that djsjsjjs i could NOT,Yes
2745,I'm so sorry for this tweet but not really because I've had enough of AW's self righteous bullshit. That man is ruining her,Yes
2746,@USER Fuk this fat cock sucker,Yes
2747,"#DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A URL",Yes
2748,"@USER Tom Marvollo Riddle. Evan will lose his dick if he fucks around he knows it. Cause he is already after a lady"" She nods and looked at Evan. Evan grins at her and stayed silent. He did liked to fuck around but he knew he could not hurt his dat",No
2749,@USER yeah he had to go back to the faerie world to handle shit there,No
2750,@USER You are apiece of shit WHY WOULD YOU KILL THAT ANIMAL? How is your mother?,Yes
2751,@USER Acting like an ass is not a good view.,Yes
2752,@USER I'M SO fucking READY,No
2753,Hunting is such a shitty practice. How could someone condone this? <URL>,No
2754,@USER Figures. He is a douche and would do this.,Yes
2755,@USER Then HAUL YOUR FAT ass IN HARMS WAY YOU DRUGGIE!!!,Yes
2756,"@USER shit like this is why I don't follow @USER Who me? I'm just stating basic facts. Totally NOT diverting from the actual point. Just stating a fact."" You're a phony""",Yes
2757,@USER @USER Thatâ€™s so sad and terrifying; I know itâ€™s been dropped to a 2 but all the reports Iâ€™ve seen says that doesnâ€™t mean shit for this storm. All you have to do is look at pictures of that thing to realize itâ€™s a fucking BEAST,No
2758,"@USER @USER Right?! I wanna know why she on the phone calling the police anyway? what did he do""? fuckin ""Run Me Over Rhonda"" lol""",No
2759,@USER @USER When tRUmp posts shit like this you know that he is distracting from something else that is going on. #Distractification,No
2760,@USER @USER @USER ðŸ˜‚ðŸ˜‚ðŸ˜‚ He got our asses Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! ðŸ™ˆðŸ™ˆ,No
2761,.@USER HOSTILE ENVIRONMENT against the POOREST and most VULNERABLE in our society just keeps on rolling. So much for #ChristianMorals eh? If you voted for this shit then HANG YOUR HEAD IN SHAME. @USER #JC4PMNow #POVERTY #DisabilityRights URL,Yes
2762,"@USER Twitter has a clear leftist agenda as seen in all the comments from conservatives asking, why is this leftist shit in my feed?"" We didn't ask for it. We don't want it. Stop trying to push it on us.""",Yes
2763,"@USER City of 1 499 900 people who don't fuck doesn't have quite the same ring to it""",No
2764,@USER UNTIL ITS YOUR ass IN THE HOT SEAT #WalkAway #WWG1WGA #PizzaGate #QAnon #Hivites #MAGA #EagleOneToWanta @USER @USER .,No
2765,@USER yyyy fuck no bitch we decided we both was gone steepppp,Yes
2766,@USER Holy shit this is sick :0,No
2767,"Wait, <USER> is the 1st Official candidate? WTF?! Haven't I been posting #Timmie2016 shit for months now?!",No
2768,<USER> She didn't have a plan for this 'hoe' life. It never occurred to her that being a how runs the risk of being treated like one [?],Yes
2769,@USER Gonna call bullshit on that one.,Yes
2770,@USER Oh fuck this is me. I am a tmi queen on some things because it controls the conversation subtly but god help you if you comment in my habits or decisions I swear to god,No
2771,@USER She is fucking delusional,Yes
2772,@USER This nigga prob made her infertile god only knows all the germs he brought back,Yes
2773,@USER @USER American terrorists. We need strict punishment for these lawless thugs. STOP powdering Antifaâ€™s ass #BackTheBlue ðŸ’™ðŸ–¤ #gettough,No
2774,@USER @USER If I ever met this woman I can guarantee you I would want to just slap the shit out of her. She is a total disgrace !! Dumber than a box of rocks,Yes
2775,@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Donâ€™t want to be punched? Donâ€™t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. Youâ€™re jus,No
2776,@USER I have to be a smart ass some way ðŸ¤·ðŸ»â€â™‚ï¸ðŸ˜‚,No
2777,@USER @USER You ainâ€™t doin your part then ðŸ˜‚ check them pussies Iâ€™m from the hood and I still donâ€™t say the N word cause Iâ€™m a little more educated I got other ways to describe my brother or friends. I feel the same way as you though too,Yes
2778,@USER Stop saying this shit you are not going to do it shrio you have to fight this depression you can't let it take you half of my life was me hiding my emotions everyone thought I was happy but deep down I wanted to end it all but I didn't let de,No
2779,@USER No and theyâ€™re expensive ass hell,No
2780,@USER fuck a drug test,No
2781,"@USER Dear Paul McFartney- You had us at Beatles. You lost us at President Mad Captain. Burn in hell Jon."" URL",Yes
2782,@USER Red Flags: Sheâ€™s a â€œprofessorâ€ at a liberal school and sheâ€™s â€œunable to have healthy relationships with menâ€. Translation: Sheâ€™s an Antifa dyke out to stop a Conservative Judge and President Trump even if she has to lie.,Yes
2783,@USER @USER Bit of a celebrityðŸ˜‚ðŸ˜‚ðŸ˜‚ my ass,No
2784,@USER Itâ€™s funny how you idiot liberals seem to forget when other presidents do the same shit Haha.,No
2785,<USER> HELL YES! Can't wait!,No
2786,@USER @USER @USER @USER @USER Amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguided--often in same segments.,No
2787,@USER ur a fucking dumbass fr. thereâ€™s no way she is anyone elseâ€™s ðŸ˜‚,No
2788,@USER you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.,Yes
2789,@USER K nvm fuck battlefield URL,No
2790,"@USER 1st Pic: OH MY GOD THE BATMAN V SUPERMAN TRAILER IS AWESOME"" 2nd Pic: ""OH MY GOD BVS IS AWESOME 3rd Pic: ""oh, you dont like BvS and call it a shit movie?? well bitch 4th Pic: ""oh, Zack was fired, Henry left and Ben is leaving""""",Yes
2791,@USER Lol I shit you not... this was it for most of that year... I literally do not have the patience to sit and play game na URL,No
2792,@USER Fuk this fat cock sucker,Yes
2793,<USER> He's that dude nobody can fuck with,No
2794,<USER> TTB Shit drop some bro them labels sleeping on my boy an he got hits to nigga ain't a one hit wonder labels better wake up he,No
2795,@USER @USER @USER You liberals live by double standards. Look at what you did to Monica Lewinski. She was branded a liar and whore even after she produced the evidence. All because good ole Bill is a Democrat! Your all fucking insane!,Yes
2796,"Please shit talk me in #FantasyFootball, I know secrets that'll make your blood boil.",No
2797,<USER> <USER> He's still pissed that a Black man actually sat in the White House.,No
2798,"Do we really need to 'fuck some shit up,' <USER> Shouldn't we be fixing the country's income inequality problems first?",No
2799,@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A fuck BOII BYE,Yes
2800,@USER I eat some weird shit but this crossed the line,No
2801,@USER I want to fight one of you for real you are taking the piss URL,Yes
2802,@USER @USER chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you donâ€™t fucking get it.,No
2803,"@USER @USER Lordy hope you're wrong bc if BK gets in everything's toast- women's worker's voting gay rights the environment gun control EVERYTHING Trump will get a get out of jail free card treason perjury faithfully executing"" COTUS will be ok! I",No
2804,@USER I AM fucking SO fucking HAPPY,No
2805,@USER HOLY shit NO WAY,No
2806,"@USER @USER @USER Gotta love when the uninformed point to Venezuela as though it's the inevitable result of socialism! Socialism? Venezuela!"" Gun control? ""Chicago!"" It's like watching a round of shitty Jeopardy, where no one knows a damn thing but",Yes
2807,That 'oh sh*t' moment when Oregon gets yet another interception.. #RoseBowl2015 <URL>,No
2808,"<USER> God?! Bloody hell, you've upgraded!",No
2809,@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent,Yes
2810,Sometimes bitches need a driver to the forehead.' -B Collison,Yes
2811,"@USER @USER @USER @USER @USER @USER Talks about the idea of Anonymous"" then turns it into ""in general it's about bla bla bla"" because when it comes to you and your buddies making no profit doesn't apply? Then claims he ""fought against Antifa"" yet now supp",No
2812,"@ ALL FAMILY/FRIENDS , do not tell me bad shit that your bf/gf did to you just to go right back to them!!!",No
2813,What the actual fuck is going on with the country. This isn't a game of tag <URL>,No
2814,@USER @USER agreed fuck that guy,Yes
2815,@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent,Yes
2816,@USER @USER @USER No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a fucking concert you don't have to pay attention,No
2817,"Ol girl don't like me because in Her IMAGINATION I was talking shit about her , but I know the real reason [?]",Yes
2818,@USER Get the hell out of my country that u hate @USER the u have trashed &amp; weaponized OUR GOVT for 8 yrs to destroy us &amp; quit telling our kids to hate the best county your a disgrace!,Yes
2819,@USER @USER The FASCISTS are Anti-American Communist Scum like yourself!! Now go fuck Yourself you piece of human garbage!! USA #MAGA ANTIFA are Terrorists,Yes
2820,@USER And when they met he looked at her and said I'm in charge in you're my bitch Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell,No
2821,@USER @USER @USER @USER Im going to tell you one more time to fuck off before I block and report your ass Whos your current president?,Yes
2822,@USER ðŸ’€ i beat they ass too for letting them get hit,No
2823,@USER At this point in time... I don't think Pres. Trump gives a shit and neither do I! LOL URL,No
2824,@USER Proud. shit is fire no matter what weather youâ€™re in. No matter if your house temperature is high or low. Everyoneâ€™s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp,Yes
2825,@USER idk u too well but that must be a fuckin delicious corn chip that someone misses dearly,No
2826,@USER @USER thatâ€™s just cause the director a fucking beast but letâ€™s not act like christian bale ever fuck niggas up or had wavy fighting scenes,No
2827,@USER Good shit,No
2828,why does my body hurt? this BETTER be stress and not sickness. I do NOT have time for that shit.,No
2829,@USER And the factoryâ€™s coming back U do n a movie on that... sum worth do n.. cause just sling shit shows No intelligence..,No
2830,@USER fuckoff YOU BEEN KNEW IM SCARED OF HIM@,Yes
2831,@USER @USER @USER Oh please EVERY network is reporting this. This is bullshit obviously but stop pretending it's just fox. Your political bigotry is showing.,Yes
2832,@USER @USER @USER @USER @USER He had 1 offer since june! The shitty browns that's it!! Stop thinking he is still good you are living in the past,Yes
2833,@USER @USER @USER @USER @USER bitch URL,Yes
2834,@USER fuck you!! if you donâ€™t start working an a man of steel sequel soon the whole DCEU will irreversibly go to shit,Yes
2835,@USER I swear to god . This shit is too real man,No
2836,@USER Omg he is!!!!! I fucking hate Dale!!!!!!,Yes
2837,"@USER I don't have anymore excuse me what the fuck memes.""",No
2838,@USER Wow you really think this works I am going to tell my wife she is going to hell lol,No
2839,@USER This all I get ðŸ˜¢ damn these haters deleting you IG for no reason... URL,Yes
2840,@USER Twitter censors conservatives and Republicans regardless of the bullshit they tell Congress and the world.,No
2841,#SesameStreet #BertandErnie the conversation about this is so unattractive. The creator says he didn't create a character gay and he is being attacked.,No
2842,"@USER Being the good Christian that he is, he asked God to spare his properties. Virginia beach was only slightly impacted. You know the 700 club prayer, God spare me and mine, to hell with everybody else"".""",Yes
2843,Get yo ass up Tyler!! <URL>,No
2844,can i get a hell yeah?! <URL>,No
2845,@USER Bull shit stop putting words in peopleâ€™s mouths.,Yes
2846,@USER lemme rap on that shit I'll do a video floatin downstream in a coffin like in horrorland lol,No
2847,@USER Total psyop at this point to anger liberals and keep them divided so they dont leave their sorry ass party.,Yes
2848,@USER hell no!!!,No
2849,@USER @USER @USER and u know what u trash too for being more worried about blaming and shitting on ariana for a death sheâ€™s not responsible instead of mac.,Yes
2850,@USER @USER @USER What the hell has his location at the time of the shooting got to do with anything? People don't have to be shot to fight for gun control! Usually they can't after the event because they are usually DEAD!,No
2851,"<USER> <USER> <USER> Because I am broke as hell after $6,000 worth of medical bills.",No
2852,@USER @USER Prove your claim or be exposed as the lying piece of shit you are. Meanwhile... URL,Yes
2853,"Damn, Sandy sure is a noisy bitch. Sounds like she is ready to do some damage up in here",No
2854,@USER @USER @USER fuck you... If she dare then why didn't she choose any other granth ..haha .. m sure she is looking for some publicity.. Bible or kuran . Whatever her intention was but she done a drama . May be she want to start any business that,Yes
2855,@USER that shit different frfr.,Yes
2856,@USER oh my fucking gods.,No
2857,@USER Grew up listening to K.I.D.S shit breaks my heart RIP,No
2858,@USER I was definitely drunk as shit,No
2859,<USER> playing Mario & missed the platform & said I'm in some bad shit #marioproblems #addicted,No
2860,Congrats <USER> you deserve it #BreakingBad #Bitch #JessePinkman #bryancranston #Heisenberg <URL>,No
2861,But be the main ones posting shit Like: 'I'll only eat wit the niggas I starved with. And only ride with the niggas I walked with' #GTFOH,No
2862,1// Yal stupid people tell me to â€œback off cause he is like obsessedâ€ bitch who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons Iâ€™m not competition cause she ainâ€™t gay,No
2863,@USER hell ya she is,No
2864,<USER> They don't even know what that word fucking means... and it upsets me so much.,No
2865,@USER Funny shit,No
2866,@USER NO bitch I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO bitch THIS IS FUN,Yes
2867,@USER yo why wonâ€™t you let me post a link fam... does it offend you? You little salty spittoon... you literally allow porn such as @USER but you donâ€™t allow federal shit #censorship #ConfirmKavanaugh #ConfirmKavenaugh #maga URL,Yes
2868,Ainâ€™t getting no pussy huh? URL,No
2869,@USER i had a man tell me their body count was 40+ but refused to be with a woman who had more than 5. what the fuck,No
2870,@USER REST IN pussy,Yes
2871,"<USER> ...long story, short: I asked him why he still watches Enter's videos and he got pissed when I did that...",No
2872,So I either just kicked biology's ass on that essay or it just laughed in my face and Dr. Dini will kick me out for being so stupid.,No
2873,@USER She's sexy as hell and tough tooðŸ‘ðŸ‘ðŸ‘ðŸ‘,No
2874,@USER Total psyop at this point to anger liberals and keep them divided so they dont leave their sorry ass party.,Yes
2875,@USER did you watch the music video for jackets hrgggg i love hank's dumb ass,No
